epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
60,4539.77,0.99988,0.59758,0.00292,0.81022,0.73001,0.79999,0.5449,1.08433,0.9328,0.00595,0.00496714,0.00165571,0.00496714,0.00165571,0.00496714,0.00165571,0.00496714,0.00165571
61,4614.6,0.94168,0.50427,0.00314,0.82918,0.7135,0.79695,0.54161,1.08481,0.94408,0.0059,0.00454286,0.00151429,0.00454286,0.00151429,0.00454286,0.00151429,0.00454286,0.00151429
62,4688.62,0.92445,0.47425,0.00304,0.82644,0.71746,0.79755,0.54184,1.09123,0.94183,0.00599,0.00411857,0.00137286,0.00411857,0.00137286,0.00411857,0.00137286,0.00411857,0.00137286
63,4763.9,0.90752,0.4577,0.003,0.81037,0.73379,0.79786,0.5408,1.09593,0.94463,0.006,0.00369429,0.00123143,0.00369429,0.00123143,0.00369429,0.00123143,0.00369429,0.00123143
64,4838.36,0.90106,0.44876,0.00297,0.80148,0.74021,0.79709,0.53972,1.09846,0.94651,0.00602,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
65,4910.86,0.89596,0.43694,0.00291,0.80928,0.73878,0.79613,0.53816,1.10467,0.94944,0.00609,0.00284571,0.000948571,0.00284571,0.000948571,0.00284571,0.000948571,0.00284571,0.000948571
66,4985.35,0.8874,0.43226,0.00288,0.80961,0.73679,0.79571,0.5383,1.10455,0.95696,0.00608,0.00242143,0.000807143,0.00242143,0.000807143,0.00242143,0.000807143,0.00242143,0.000807143
67,5058.73,0.88195,0.42612,0.00285,0.80602,0.7389,0.79401,0.53732,1.10755,0.96484,0.00607,0.00199714,0.000665714,0.00199714,0.000665714,0.00199714,0.000665714,0.00199714,0.000665714
68,5133.56,0.87083,0.41914,0.0028,0.8115,0.73477,0.79276,0.53708,1.1117,0.9751,0.00611,0.00157286,0.000524286,0.00157286,0.000524286,0.00157286,0.000524286,0.00157286,0.000524286
69,5206.22,0.86838,0.41594,0.00281,0.80918,0.73516,0.79085,0.53628,1.11541,0.97906,0.00615,0.00114857,0.000382857,0.00114857,0.000382857,0.00114857,0.000382857,0.00114857,0.000382857
70,5280.07,0.85636,0.40465,0.00273,0.80906,0.73192,0.7903,0.53594,1.11781,0.9845,0.00617,0.000724286,0.000241429,0.000724286,0.000241429,0.000724286,0.000241429,0.000724286,0.000241429
